44,117,240
85,132,720
140,480,693
160,231,792
187,1020,1584
195,748,6336
240,252,275
429,880,2340
495,4888,8160
528,5796,6325
780,2475,2992
828,2035,3120
832,855,2640
935,17472,25704
1008,1100,1155
1008,1100,12075
1080,1881,14560
1105,9360,35904
1155,6300,6688
1188,16016,39195
1560,2295,5984
1575,1672,9120
1755,4576,6732
2079,44080,65472
2163,15840,37100
2925,3536,11220
2964,6160,38475
2964,9152,9405
3696,9045,121940
4368,4901,13860
4599,18368,23760
4599,23760,144832
4900,17157,23760
4928,10725,30780
5320,63063,353760
5368,163680,450225
5491,41580,46512
5643,14160,21476
5643,43680,76076
5720,8415,157248
6072,16929,18560
6435,24080,24684
7336,274527,480480
7560,13728,35321
7579,8820,17472
7800,23751,29920
7840,9828,10725
7885,16320,85932
7920,15232,26649
8415,157248,643720
8532,36960,57275
8789,10560,17748
9180,72611,206448
9405,23600,53196
9504,31372,61845
9856,61560,200583
10296,11753,16800
10395,63364,327360
10395,95004,220400
12915,36720,290444
14112,15400,19305
14500,29568,83475
14715,148148,267120
15225,17792,308880
15939,18460,48720
16016,100035,207900
16380,62832,98549
17325,100320,264404
17856,1660560,2571233
18525,71060,90576
19175,112320,293832
19604,55440,62205
19635,21964,166320
19800,52185,302176
20163,33660,332384
20864,22473,850080
21328,25740,38571
22304,24225,51480
22572,56640,151525
23760,35075,35604
23936,33120,67575
24035,30636,70752
25344,109140,179333
25908,95040,273581
26775,50880,176176
27027,62700,573040
27755,42372,62160
28083,43056,105820
28512,69355,138516
28644,103075,281808
28704,128205,247940
29601,90480,156032
29664,1018248,2135705
30080,51129,85800
30156,772992,3608605
30195,100100,137904
30240,77805,141284
32175,169600,339552
32375,49896,427200
33201,59400,362080
34452,134064,406315
34632,66976,299145
34965,62900,358512
35409,54288,79040
36309,203680,2414412
36432,51205,51324
37835,269280,1244484
38080,47736,177177
38304,80340,2757755
41184,312280,1427415
41360,69513,83520
42240,63296,539847
42471,54280,59040
42653,240240,315180
46176,211068,1600435
46371,210672,1277980
46431,269600,3629208
46816,122760,214305
47200,106392,156519
47736,195415,3651648
47975,84840,107712
48960,181720,227799
49088,169575,360360
49280,1970892,2477835
52096,1666665,2650128
52611,83952,109340
53856,66495,277160
54087,54784,364320
54720,614384,5544825
57904,116928,361665
58400,154671,165528
58425,300608,729144
59085,166012,2585616
59280,606956,4575483
59675,163152,587100
60885,302064,820820
61215,121264,141120
61975,412920,425568
62415,145464,362848
65520,102765,394196
66456,542400,970783
66495,146160,313472
66528,103095,446600
66700,303195,1050192
67925,86580,332112
68172,110979,141680
68672,313896,859815
69165,566720,599748
70700,134064,616605
72765,326128,511980
72864,143640,474145
73017,141856,5196120
75152,413364,469395
77004,306603,769360
77268,99360,673475
80080,229824,500175
80496,380380,935715
81576,191065,1399200
81840,122636,148005
83776,865305,1244760
83776,1117440,2070705
83804,108405,432960
84420,603075,1570016
84609,187488,556160
85425,810568,839520
85956,117117,1096480
86508,102256,638685
88176,1337220,2760307
88704,111520,4460103
92400,732096,2519153
95004,201285,791120
96075,164164,556320
96900,205920,376363
97092,263835,1308944
97152,198220,274275
97812,188859,245440
97825,4044096,7655472
99603,295460,654720
100125,199056,691708
100320,759132,4158115
100485,209328,1131020
100776,166257,209440
101565,240900,1041392
101952,272745,684400
102080,343476,503685
102340,643104,712725
102828,190405,252000
105600,489991,2110680
106227,154660,237120
108031,212160,289800
108108,250800,486875
109600,130152,462825
111159,122760,176800
112320,300900,323323
112860,171171,429520
115115,330372,408096
115805,500412,5060016
116688,1067605,1280916
117469,161040,194220
117711,255200,450360
118000,265980,918099
118035,225492,748880
118404,134805,241072
118755,149600,455532
119669,481740,1227600
119680,209385,402696
120320,204516,316635
127136,452100,536877
128520,459360,564311
129888,141075,536900
131157,167440,272580
131196,1264835,4242672
133400,295113,2100384
134288,574425,732480
134640,430355,948948
135700,147600,305877
136136,351648,2288265
137025,737880,1591744
141372,176800,5406555
141525,806652,1451120
142240,1027356,3950325
142912,442035,892620
144837,363440,404700
145376,192465,2796600
147840,481712,3008745
149500,343827,1050960
150384,688860,6794645
150612,1297525,1750320
151803,361200,845020
153076,570960,600357
153725,1498380,1622304
154440,308448,750295
156960,301587,752284
157157,593676,942480
157760,274911,526680
160185,219600,375232
163676,472320,1987557
164808,411840,570505
166500,1707200,6936501
167531,168300,3144960
168245,495264,533052
169312,200385,211200
169312,200385,467016
173565,257796,5465920
176715,1077188,1927200
180180,215760,495349
180180,269072,1110675
181792,272844,811965
182457,237120,457840
185925,191620,1276704
186065,310896,3476928
186416,201663,262080
186615,321816,983680
186732,843920,4559685
187200,335049,2734600
191268,885920,3009435
191345,853944,2126592
191352,275264,2843145
191709,773300,1623888
195408,2157285,7364500
200165,277200,970596
201300,204336,301645
201960,567801,1758400
204160,576375,1175328
205920,515592,2504831
206625,222200,421344
208692,869856,1073995
209300,631125,644688
209825,223104,293040
209920,1336608,6551919
211327,1358640,2487936
211640,326895,645696
213785,325008,770880
214368,237575,1492920
214524,1645600,4216245
215072,224025,434304
216720,272832,839575
216720,287287,369984
217217,279744,378000
218595,431460,544544
219965,684372,761904
221805,315172,1165104
223440,1027675,1948716
229229,1274580,2380560
230100,271040,518661
230112,256360,645975
233772,460845,653200
234780,240669,900592
234960,570843,1128524
242535,560120,713952
245520,526311,914048
246675,754000,1734084
249964,1330560,1392075
251160,465120,657041
252000,401212,807675
252637,1422960,3369780
258400,1840575,3333528
260107,774180,1475760
261580,461619,1000800
263120,477369,691008
263648,1506375,7050120
263865,3874328,6763680
264860,562848,611325
265353,1104320,3686760
267813,852720,4326484
268780,1180971,4054128
272987,371280,550116
273840,524349,609620
277300,625053,848160
278355,3508388,4264416
281160,885600,6530111
282348,669120,1198925
284700,437360,806949
285360,364572,2413675
291885,1521036,3096848
294492,327600,414869
296400,477763,3654540
296829,857472,950300
296989,943920,2484300
299884,406245,2098800
306891,2821500,4562800
308499,588068,1750320
313632,8430300,8729875
314160,332469,422300
318175,3357792,6431880
319088,362340,1993005
322400,615195,767052
323380,1430352,2982525
325975,1063392,4995144
328320,430996,968253
328944,2054565,2428580
330165,672220,3502992
331177,483840,1550736
331485,350020,379008
331721,475200,1914960
332384,837540,933075
335825,426360,753984
335916,1587355,2531712
336300,758043,1902160
341649,4114240,5538768
345576,1205568,3974855
348920,474903,2503296
350493,7531524,8448640
351648,452980,799389
352275,485316,1608880
354123,934800,1490020
354240,553320,1019711
356235,3983980,6656832
359040,463095,2530528
361152,792540,2883595
362805,1901900,4880304
366125,694260,746592
370125,699600,4421956
373175,1055808,1932840
376740,1268672,9094371
384615,3293000,5075136
387849,1143040,4451832
389367,426880,1190160
390720,506456,1095633
390816,667575,1343320
391248,863811,2966660
392535,2069120,2816208
400365,1245332,2406624
401115,475776,2941268
403172,954771,5377680
404404,1983600,5827965
406980,894861,2026640
412425,4267872,4657400
415989,1233980,3321648
416075,1106772,2165760
418132,1214955,5809440
419525,1421244,1847040
421245,537152,2297700
422812,720720,1374891
425040,576972,1146845
426105,2307360,2619904
426173,2873340,2923536
430911,5748160,6307152
432432,839475,1947500
432837,2403500,9397200
434816,3180600,7567263
448533,1489620,2845744
449757,1439900,2280720
451269,568480,937860
452848,3318900,9646011
457028,556605,1025904
459360,1306396,1356075
460200,1203895,7051968
461916,504075,5216288
468720,3795825,4507648
471276,613795,979440
474045,2837536,8004348
474240,1288963,3645180
481440,1233513,9462200
488376,2431968,4799015
489555,875472,996740
492800,504648,833745
497904,508635,627628
498212,2144115,3219216
504735,623480,1789344
508875,1444300,2738736
509860,641355,880992
509888,995280,2015775
512325,1043100,1782352
512533,6215220,7694544
512992,1169256,5540535
514080,631533,2257244
521664,1107225,2591480
523341,2056912,4357980
524160,592999,2700432
524797,2711280,3672900
525460,654192,1178931
526680,1133088,2342359
534576,3197700,4362115
535920,567153,4647104
539220,687312,4351459
539352,736255,1815840
540960,1089000,1733809
554760,1374432,1752751
561105,759360,1329328
561132,3828995,7046160
575575,2152512,5678640
579684,1056965,4245120
580060,799920,851499
580920,981376,3388185
581009,4063488,4809240
588945,1313128,1805760
591888,964800,1961375
598400,2063868,4350645
599676,667755,1675600
607392,1420419,3968900
607725,2627148,6231280
610060,731952,6696795
612612,1294995,3066800
613600,902700,2034747
615615,2086200,3564704
617419,835380,946608
617715,1723984,3873012
617760,3001180,7514493
619920,1307859,1589060
621984,1085812,2847195
631072,685425,3674880
636115,708180,2203344
636768,1515976,1918545
643500,2236125,4445584
647955,978576,1798940
662704,1383360,1601145
664020,789264,1621477
668800,1476600,2516319
682000,2354100,5306301
686565,1712580,3991328
699567,3345056,9719640
700557,1848924,2141360
701760,749133,2079844
706420,5403600,8709987
706860,1997520,3461179
720005,2661660,3782064
720291,1029600,1175300
720720,1654653,1981396
732780,1474528,2518725
733044,1291392,6237605
733623,801864,3053120
735885,823680,1814516
744800,748836,1018875
749595,1187316,3801200
757900,1517373,7998336
759924,1239315,1565200
761904,935253,1967420
762280,1619904,5595975
772145,1041408,4848000
772772,1013829,5710320
774180,1090635,2072512
774384,876645,2433860
776776,910665,7915200
777483,2536380,4145200
779331,4117680,4493500
784125,2115828,5159440
793408,4614480,6658431
796928,1157520,1902375
801360,1316480,1491903
810900,2807805,5335616
811800,2139585,2153536
812448,853655,1339464
812592,1039419,2534620
813020,2329509,4712400
818496,2518725,3170860
820105,1619904,2502072
823004,1992672,2863245
841340,842688,3292341
847665,1631872,1705704
854488,2518080,2822391
855855,3362304,4511360
858176,2777940,3338205
863280,1137948,7162085
905324,1163085,1227600
908105,943488,1029600
910800,1153427,1283100
914628,992405,1049040
921388,1743525,2605680
922077,1721764,2574000
923052,1322685,3113264
933660,1407120,1645699
937568,1883520,2341449
938676,953568,2873045
939339,2889348,4319840
955328,3716115,7334820
956340,6072528,8794979
959552,1407120,4734639
964512,1861755,3579884
970140,5971504,7773147
970437,1487200,6195420
985872,1654400,2812095
1010276,2061675,3917760
1010592,2654619,4301180
1012460,1907451,3336432
1013859,1437040,2832900
1024452,1374555,5400064
1024800,4123405,4948524
1052623,1419840,2861136
1055056,1930467,2698740
1071840,1107743,1309176
1077615,1333568,2951424
1081652,1638555,3491136
1082628,3035725,5776800
1108536,2673585,4523552
1118425,1461240,2810304
1120056,1210825,1893600
1126692,1935680,2362635
1128920,4702887,7207200
1146035,2536380,3138816
1147600,4488000,8191161
1150560,4399241,6469080
1155840,1909600,1955511
1158840,2699697,3907904
1173744,1501383,5304640
1186328,1620465,3182400
1212000,1749825,2812888
1226368,3462225,5163120
1232640,2025408,8722105
1264545,2101440,3168088
1281735,2229128,5063520
1282644,1282960,1791075
1299408,2882880,3993535
1306305,2801656,6158208
1313760,4210679,6151680
1321856,1965183,6383520
1322288,1631700,5046195
1331275,2580864,2688300
1339200,1688720,5682159
1345960,1448655,4264416
1349684,3310560,4574955
1353275,1605708,8633856
1354815,2574528,3626896
1360476,2541968,6956565
1368900,1440285,2575664
1374144,2856425,8452080
1379125,1968000,4976532
1426920,2612225,7390656
1431360,1992681,3905792
1437975,2765560,3613248
1446723,5061964,5918880
1458504,1990560,2677103
1468896,4801797,7385140
1475760,4410055,5268096
1494768,2595775,5765760
1504800,2750345,5844696
1518804,1845360,3893197
1521312,4527320,6794865
1527372,2807805,4240496
1532960,1792317,2974356
1536596,1718640,9915675
1546116,2508480,3378485
1556100,7227440,8730579
1556240,2960100,3226419
1572480,4168675,5039892
1580304,1611675,4276340
1591200,1901240,6954519
1599565,1929312,3137916
1606165,5796720,7250628
1622060,2446725,5493312
1636800,5507460,6944861
1637916,3715712,7161165
1651580,2866149,4255440
1696761,3946680,6073760
1712304,3403540,4620147
1732599,6596920,7210560
1756512,3500184,8253905
1769229,3786640,5067972
1779440,2926341,4192188
1801107,3395980,8955024
1804200,2063776,4189185
1804560,2447795,6267492
1818960,3057093,3456100
1823041,3734640,4202688
1826181,5498592,8476700
1839941,2476080,5637060
1850904,7044128,7650825
1873989,6621120,8469340
1888480,3332664,4293015
1900965,5751508,6375600
1916475,2788240,3634092
1920000,3253481,3504240
1953105,2583360,3350672
1972496,2450580,7083747
1974000,4751285,5008068
1982695,2690400,6064344
1983696,2399265,6494272
2010560,2253537,6640920
2018940,2023632,2844205
2066265,3783736,6776352
2097396,2438480,4669203
2106780,4910048,5811165
2119935,2977920,7558048
2179485,2469676,3341520
2250941,4729140,5628480
2265588,3063995,3782160
2278100,2423952,2564661
2304540,5205200,5906667
2358972,2732080,3821565
2497572,3172400,3357285
2530116,6169680,7891885
2553980,2678571,4263600
2621619,8549200,9181380
2636361,2983160,3321120
2650004,3059760,3198195
2654135,5278680,9439872
2669348,3364725,7398864
2673585,4523552,9235200
2736405,3158804,6857328
2796915,3744676,4910400
2800083,4107740,6271056
2841075,4854564,9883952
2890459,3612240,8355900
2910820,5233008,8421885
2945052,6195280,7604835
