3153645,4106492,5937360
3172148,4302480,6956235
3272940,7266512,9555741
3521583,4093056,7426960
3522375,3816120,4268768
3724875,5642240,6555276
3800745,5319352,6219840
3977820,5453760,9569749
4046988,4984560,7545875
4160772,4540525,4717440
4229940,6715584,9828013
4293315,4803708,5778080
4519515,5820480,7715708
4657660,5673549,9540432
4924071,5208840,8557120
5122780,5245200,5288547
5351995,8903664,9278052
5783580,7136624,7290435
6403683,6965244,8901920
6403775,7702296,7920000
6425679,6772480,8015400
7344289,8131200,8605080
7352107,7759920,9969300
7850557,8298576,9004260
